delivery_id,match_id,player_id,runs,wickets,overs
D000051,M001_2022,P016,0,0,8.3
D000052,M001_2022,P006,1,0,8.4
D000053,M001_2022,P006,2,0,8.5
D000054,M001_2022,P006,1,0,8.6
D000055,M001_2022,P013,1,0,9.1
D000056,M001_2022,P004,1,0,9.2
D000057,M001_2022,P017,1,0,9.3
D000058,M001_2022,P003,0,0,9.4
D000059,M001_2022,P003,1,0,9.5
D000060,M001_2022,P009,6,0,9.6
D000061,M001_2022,P001,4,0,10.1
D000062,M001_2022,P002,1,1,10.2
D000063,M001_2022,P020,1,0,10.3
D000064,M001_2022,P019,1,0,10.4
D000065,M001_2022,P006,1,0,10.5
D000066,M001_2022,P011,0,0,10.6
D000067,M001_2022,P009,4,0,11.1
D000068,M001_2022,P001,0,0,11.2
D000069,M001_2022,P011,0,0,11.3
D000070,M001_2022,P019,4,0,11.4
D000071,M001_2022,P002,1,0,11.5
D000072,M001_2022,P003,3,0,11.6
D000073,M001_2022,P005,4,0,12.1
D000074,M001_2022,P016,2,0,12.2
D000075,M001_2022,P018,2,0,12.3
D000076,M001_2022,P007,3,0,12.4
D000077,M001_2022,P002,2,0,12.5
D000078,M001_2022,P013,3,0,12.6
D000079,M001_2022,P011,6,0,13.1
D000080,M001_2022,P014,1,0,13.2
D000081,M001_2022,P016,1,0,13.3
D000082,M001_2022,P001,2,0,13.4
D000083,M001_2022,P002,0,0,13.5
D000084,M001_2022,P017,2,0,13.6
D000085,M001_2022,P008,0,0,14.1
D000086,M001_2022,P009,4,0,14.2
D000087,M001_2022,P020,4,0,14.3
D000088,M001_2022,P010,0,0,14.4
D000089,M001_2022,P011,0,1,14.5
D000090,M001_2022,P012,1,0,14.6
D000091,M001_2022,P001,2,0,15.1
D000092,M001_2022,P009,0,0,15.2
D000093,M001_2022,P020,0,0,15.3
D000094,M001_2022,P020,1,0,15.4
D000095,M001_2022,P011,0,0,15.5
D000096,M001_2022,P018,2,0,15.6
D000097,M001_2022,P002,4,0,16.1
D000098,M001_2022,P012,1,0,16.2
D000099,M001_2022,P013,0,0,16.3
D000100,M001_2022,P004,2,0,16.4
D000101,M001_2022,P005,3,0,16.5
D000102,M001_2022,P005,0,0,16.6
D000103,M001_2022,P009,1,0,17.1
D000104,M001_2022,P011,0,0,17.2
D000105,M001_2022,P018,0,0,17.3
D000106,M001_2022,P005,1,0,17.4
D000107,M001_2022,P018,0,0,17.5
D000108,M001_2022,P008,2,0,17.6
D000109,M001_2022,P020,4,0,18.1
D000110,M001_2022,P015,0,0,18.2
D000111,M001_2022,P018,2,0,18.3
D000112,M001_2022,P002,2,0,18.4
D000113,M001_2022,P017,0,0,18.5
D000114,M001_2022,P001,2,0,18.6
D000115,M001_2022,P006,2,0,19.1
D000116,M001_2022,P003,0,0,19.2
D000117,M001_2022,P012,1,0,19.3
D000118,M001_2022,P015,0,0,19.4
D000119,M001_2022,P001,4,0,19.5
D000120,M001_2022,P012,1,0,19.6
D000121,M001_2022,P011,1,0,0.1
D000122,M001_2022,P015,0,0,0.2
D000123,M001_2022,P016,4,0,0.3
D000124,M001_2022,P019,1,0,0.4
D000125,M001_2022,P002,1,0,0.5
D000126,M001_2022,P008,0,0,0.6
D000127,M001_2022,P002,6,0,1.1
D000128,M001_2022,P004,4,0,1.2
D000129,M001_2022,P017,4,0,1.3
D000130,M001_2022,P005,0,0,1.4
D000131,M001_2022,P008,1,0,1.5
D000132,M001_2022,P009,2,0,1.6
D000133,M001_2022,P016,1,0,2.1
D000134,M001_2022,P008,1,0,2.2
D000135,M001_2022,P002,1,0,2.3
D000136,M001_2022,P015,0,0,2.4
D000137,M001_2022,P018,4,0,2.5
D000138,M001_2022,P014,0,0,2.6
D000139,M001_2022,P019,0,0,3.1
D000140,M001_2022,P016,1,0,3.2
D000141,M001_2022,P009,1,0,3.3
D000142,M001_2022,P006,1,0,3.4
D000143,M001_2022,P015,0,0,3.5
D000144,M001_2022,P014,2,0,3.6
D000145,M001_2022,P011,1,0,4.1
D000146,M001_2022,P007,4,0,4.2
D000147,M001_2022,P016,4,0,4.3
D000148,M001_2022,P014,4,0,4.4
D000149,M001_2022,P018,4,0,4.5
D000150,M001_2022,P005,2,0,4.6
D000151,M001_2022,P004,1,0,5.1
D000152,M001_2022,P012,1,0,5.2
D000153,M001_2022,P004,2,1,5.3
D000154,M001_2022,P007,2,0,5.4
D000155,M001_2022,P014,2,0,5.5
D000156,M001_2022,P015,0,0,5.6
D000157,M001_2022,P007,4,0,6.1
D000158,M001_2022,P008,0,0,6.2
D000159,M001_2022,P015,0,0,6.3
D000160,M001_2022,P001,4,0,6.4
D000161,M001_2022,P019,1,0,6.5
D000162,M001_2022,P007,6,0,6.6
D000163,M001_2022,P004,3,0,7.1
D000164,M001_2022,P017,0,0,7.2
D000165,M001_2022,P012,1,0,7.3
D000166,M001_2022,P001,4,0,7.4
D000167,M001_2022,P019,2,0,7.5
D000168,M001_2022,P009,4,0,7.6
D000169,M001_2022,P012,1,0,8.1
D000170,M001_2022,P017,2,0,8.2
D000171,M001_2022,P001,0,0,8.3
D000172,M001_2022,P017,4,0,8.4
D000173,M001_2022,P016,2,0,8.5
D000174,M001_2022,P003,0,0,8.6
D000175,M001_2022,P004,0,0,9.1
D000176,M001_2022,P011,1,1,9.2
D000177,M001_2022,P016,1,0,9.3
D000178,M001_2022,P016,4,0,9.4
D000179,M001_2022,P002,0,0,9.5
D000180,M001_2022,P008,1,0,9.6
D000181,M001_2022,P020,0,0,10.1
D000182,M001_2022,P005,0,0,10.2
D000183,M001_2022,P008,0,0,10.3
D000184,M001_2022,P016,4,0,10.4
D000185,M001_2022,P002,0,0,10.5
D000186,M001_2022,P009,2,0,10.6
D000187,M001_2022,P007,3,0,11.1
D000188,M001_2022,P005,0,0,11.2
D000189,M001_2022,P016,0,0,11.3
D000190,M001_2022,P012,1,0,11.4
D000191,M001_2022,P010,1,0,11.5
D000192,M001_2022,P018,3,0,11.6
D000193,M001_2022,P006,3,0,12.1
D000194,M001_2022,P017,1,0,12.2
D000195,M001_2022,P002,0,1,12.3
D000196,M001_2022,P007,1,0,12.4
D000197,M001_2022,P014,1,0,12.5
D000198,M001_2022,P016,2,0,12.6
D000199,M001_2022,P002,0,0,13.1
D000200,M001_2022,P003,4,0,13.2
D000201,M001_2022,P014,4,0,13.3
D000202,M001_2022,P019,0,0,13.4
D000203,M001_2022,P015,0,0,13.5
D000204,M001_2022,P006,0,0,13.6
D000205,M001_2022,P010,2,0,14.1
D000206,M001_2022,P003,1,0,14.2
D000207,M001_2022,P006,0,0,14.3
D000208,M001_2022,P008,0,0,14.4
D000209,M001_2022,P013,1,0,14.5
D000210,M001_2022,P018,0,0,14.6
D000211,M001_2022,P004,0,0,15.1
D000212,M001_2022,P019,0,0,15.2
D000213,M001_2022,P019,3,0,15.3
D000214,M001_2022,P003,6,0,15.4
D000215,M001_2022,P011,1,1,15.5
D000216,M001_2022,P018,6,0,15.6
D000217,M001_2022,P005,2,0,16.1
D000218,M001_2022,P006,0,0,16.2
D000219,M001_2022,P014,0,0,16.3
D000220,M001_2022,P001,1,0,16.4
D000221,M001_2022,P015,1,1,16.5
D000222,M001_2022,P005,0,0,16.6
D000223,M001_2022,P006,6,0,17.1
D000224,M001_2022,P010,1,0,17.2
D000225,M001_2022,P020,4,0,17.3
D000226,M001_2022,P010,1,0,17.4
D000227,M001_2022,P006,0,0,17.5
D000228,M001_2022,P009,4,0,17.6
D000229,M001_2022,P012,6,0,18.1
D000230,M001_2022,P009,0,0,18.2
D000231,M001_2022,P004,0,0,18.3
D000232,M001_2022,P013,0,0,18.4
D000233,M001_2022,P003,0,0,18.5
D000234,M001_2022,P018,1,0,18.6
D000235,M001_2022,P003,0,0,19.1
D000236,M001_2022,P001,0,1,19.2
D000237,M001_2022,P016,0,0,19.3
D000238,M001_2022,P018,4,0,19.4
D000239,M001_2022,P006,4,0,19.5
D000240,M001_2022,P004,4,0,19.6
D000241,M002_2022,P004,2,0,0.1
D000242,M002_2022,P006,4,0,0.2
D000243,M002_2022,P015,1,0,0.3
D000244,M002_2022,P007,1,0,0.4
D000245,M002_2022,P004,4,0,0.5
D000246,M002_2022,P010,2,0,0.6
D000247,M002_2022,P010,4,0,1.1
D000248,M002_2022,P013,0,0,1.2
D000249,M002_2022,P005,4,0,1.3
D000250,M002_2022,P012,4,0,1.4
D000251,M002_2022,P016,1,0,1.5
D000252,M002_2022,P006,1,0,1.6
D000253,M002_2022,P016,0,0,2.1
D000254,M002_2022,P011,0,0,2.2
D000255,M002_2022,P008,0,0,2.3
D000256,M002_2022,P019,0,0,2.4
D000257,M002_2022,P002,0,0,2.5
D000258,M002_2022,P012,4,0,2.6
D000259,M002_2022,P002,6,0,3.1
D000260,M002_2022,P010,0,0,3.2
D000261,M002_2022,P013,1,0,3.3
D000262,M002_2022,P002,1,1,3.4
D000263,M002_2022,P005,2,0,3.5
D000264,M002_2022,P018,0,0,3.6
D000265,M002_2022,P014,0,0,4.1
D000266,M002_2022,P018,1,0,4.2
D000267,M002_2022,P013,1,0,4.3
D000268,M002_2022,P016,2,0,4.4
D000269,M002_2022,P015,4,0,4.5
D000270,M002_2022,P013,1,0,4.6
D000271,M002_2022,P014,2,0,5.1
D000272,M002_2022,P006,4,0,5.2
D000273,M002_2022,P009,0,0,5.3
D000274,M002_2022,P005,1,0,5.4
D000275,M002_2022,P016,3,0,5.5
D000276,M002_2022,P002,2,0,5.6
D000277,M002_2022,P002,1,0,6.1
D000278,M002_2022,P016,1,0,6.2
D000279,M002_2022,P010,2,0,6.3
D000280,M002_2022,P006,4,0,6.4
D000281,M002_2022,P011,2,0,6.5
D000282,M002_2022,P008,1,0,6.6
D000283,M002_2022,P004,0,0,7.1
D000284,M002_2022,P006,0,0,7.2
D000285,M002_2022,P007,1,0,7.3
D000286,M002_2022,P008,2,1,7.4
D000287,M002_2022,P003,0,0,7.5
D000288,M002_2022,P013,0,0,7.6
D000289,M002_2022,P002,1,0,8.1
D000290,M002_2022,P016,6,1,8.2
D000291,M002_2022,P017,1,0,8.3
D000292,M002_2022,P012,2,0,8.4
D000293,M002_2022,P012,3,0,8.5
D000294,M002_2022,P016,0,0,8.6
D000295,M002_2022,P014,0,0,9.1
D000296,M002_2022,P002,4,0,9.2
D000297,M002_2022,P020,1,0,9.3
D000298,M002_2022,P002,0,0,9.4
D000299,M002_2022,P003,4,1,9.5
D000300,M002_2022,P013,6,0,9.6
D000301,M002_2022,P015,0,0,10.1
D000302,M002_2022,P015,3,0,10.2
D000303,M002_2022,P013,1,0,10.3
D000304,M002_2022,P017,0,0,10.4
D000305,M002_2022,P012,3,0,10.5
D000306,M002_2022,P020,2,0,10.6
D000307,M002_2022,P015,4,0,11.1
D000308,M002_2022,P010,1,0,11.2
D000309,M002_2022,P014,0,0,11.3
D000310,M002_2022,P003,4,0,11.4
D000311,M002_2022,P018,1,0,11.5
D000312,M002_2022,P002,2,0,11.6
D000313,M002_2022,P014,1,0,12.1
D000314,M002_2022,P001,1,0,12.2
D000315,M002_2022,P005,1,0,12.3
D000316,M002_2022,P015,2,0,12.4
D000317,M002_2022,P018,0,0,12.5
D000318,M002_2022,P010,0,0,12.6
D000319,M002_2022,P019,0,0,13.1
D000320,M002_2022,P016,6,0,13.2
D000321,M002_2022,P004,0,0,13.3
D000322,M002_2022,P009,1,0,13.4
D000323,M002_2022,P009,1,0,13.5
D000324,M002_2022,P018,1,0,13.6
D000325,M002_2022,P015,1,0,14.1
D000326,M002_2022,P004,2,0,14.2
D000327,M002_2022,P015,4,0,14.3
D000328,M002_2022,P014,0,0,14.4
D000329,M002_2022,P013,0,0,14.5
D000330,M002_2022,P005,0,0,14.6
D000331,M002_2022,P008,0,0,15.1
D000332,M002_2022,P012,2,0,15.2
D000333,M002_2022,P002,2,0,15.3
D000334,M002_2022,P003,6,0,15.4
D000335,M002_2022,P010,1,0,15.5
D000336,M002_2022,P017,1,0,15.6
D000337,M002_2022,P009,0,0,16.1
D000338,M002_2022,P013,1,0,16.2
D000339,M002_2022,P008,6,0,16.3
D000340,M002_2022,P006,1,0,16.4
D000341,M002_2022,P003,4,0,16.5
D000342,M002_2022,P018,2,0,16.6
D000343,M002_2022,P007,0,0,17.1
D000344,M002_2022,P013,4,0,17.2
D000345,M002_2022,P011,4,0,17.3
D000346,M002_2022,P014,2,0,17.4
D000347,M002_2022,P007,1,0,17.5
D000348,M002_2022,P009,4,0,17.6
D000349,M002_2022,P009,1,0,18.1
D000350,M002_2022,P011,4,0,18.2
D000351,M002_2022,P014,0,0,18.3
D000352,M002_2022,P001,3,0,18.4
D000353,M002_2022,P019,0,0,18.5
D000354,M002_2022,P017,4,0,18.6
D000355,M002_2022,P002,2,0,19.1
D000356,M002_2022,P010,3,0,19.2
D000357,M002_2022,P004,0,0,19.3
D000358,M002_2022,P007,0,0,19.4
D000359,M002_2022,P009,0,0,19.5
D000360,M002_2022,P018,1,0,19.6
D000361,M002_2022,P007,1,0,0.1
D000362,M002_2022,P006,0,0,0.2
D000363,M002_2022,P008,0,0,0.3
D000364,M002_2022,P014,1,0,0.4
D000365,M002_2022,P001,1,0,0.5
D000366,M002_2022,P017,4,0,0.6
D000367,M002_2022,P010,2,0,1.1
D000368,M002_2022,P008,4,0,1.2
D000369,M002_2022,P006,4,0,1.3
D000370,M002_2022,P002,4,0,1.4
D000371,M002_2022,P014,1,0,1.5
D000372,M002_2022,P009,0,0,1.6
D000373,M002_2022,P020,1,0,2.1
D000374,M002_2022,P007,0,0,2.2
D000375,M002_2022,P013,0,0,2.3
D000376,M002_2022,P001,4,0,2.4
D000377,M002_2022,P010,1,0,2.5
D000378,M002_2022,P018,0,0,2.6
D000379,M002_2022,P017,1,0,3.1
D000380,M002_2022,P017,2,0,3.2
D000381,M002_2022,P014,1,0,3.3
D000382,M002_2022,P002,2,0,3.4
D000383,M002_2022,P017,4,0,3.5
D000384,M002_2022,P013,0,0,3.6
D000385,M002_2022,P019,0,0,4.1
D000386,M002_2022,P017,1,0,4.2
D000387,M002_2022,P001,0,0,4.3
D000388,M002_2022,P017,1,0,4.4
D000389,M002_2022,P014,4,0,4.5
D000390,M002_2022,P020,4,0,4.6
D000391,M002_2022,P002,4,0,5.1
D000392,M002_2022,P009,1,0,5.2
D000393,M002_2022,P003,1,0,5.3
D000394,M002_2022,P016,1,0,5.4
D000395,M002_2022,P006,1,0,5.5
D000396,M002_2022,P018,1,0,5.6
D000397,M002_2022,P020,6,0,6.1
D000398,M002_2022,P003,6,0,6.2
D000399,M002_2022,P019,0,0,6.3
D000400,M002_2022,P004,2,0,6.4
D000401,M002_2022,P007,4,0,6.5
D000402,M002_2022,P019,0,0,6.6
D000403,M002_2022,P011,0,0,7.1
D000404,M002_2022,P013,2,0,7.2
D000405,M002_2022,P013,2,0,7.3
D000406,M002_2022,P013,3,0,7.4
D000407,M002_2022,P020,4,0,7.5
D000408,M002_2022,P007,0,0,7.6
D000409,M002_2022,P009,0,0,8.1
D000410,M002_2022,P013,0,0,8.2
D000411,M002_2022,P020,4,0,8.3
D000412,M002_2022,P003,2,0,8.4
D000413,M002_2022,P008,0,0,8.5
D000414,M002_2022,P007,2,0,8.6
D000415,M002_2022,P004,0,0,9.1
D000416,M002_2022,P006,3,0,9.2
D000417,M002_2022,P005,0,0,9.3
D000418,M002_2022,P010,4,0,9.4
D000419,M002_2022,P012,4,0,9.5
D000420,M002_2022,P011,2,0,9.6
D000421,M002_2022,P005,2,0,10.1
D000422,M002_2022,P016,4,0,10.2
D000423,M002_2022,P001,2,0,10.3
D000424,M002_2022,P002,2,0,10.4
D000425,M002_2022,P007,4,0,10.5
D000426,M002_2022,P009,1,0,10.6
D000427,M002_2022,P011,4,0,11.1
D000428,M002_2022,P014,0,0,11.2
D000429,M002_2022,P003,0,0,11.3
D000430,M002_2022,P014,2,0,11.4
D000431,M002_2022,P020,2,0,11.5
D000432,M002_2022,P015,1,0,11.6
D000433,M002_2022,P019,2,0,12.1
D000434,M002_2022,P001,0,0,12.2
D000435,M002_2022,P020,6,0,12.3
D000436,M002_2022,P011,4,0,12.4
D000437,M002_2022,P009,0,0,12.5
D000438,M002_2022,P018,0,0,12.6
D000439,M002_2022,P010,6,0,13.1
D000440,M002_2022,P015,0,0,13.2
D000441,M002_2022,P015,2,0,13.3
D000442,M002_2022,P009,1,0,13.4
D000443,M002_2022,P003,1,0,13.5
D000444,M002_2022,P002,4,0,13.6
D000445,M002_2022,P013,1,0,14.1
D000446,M002_2022,P009,1,0,14.2
D000447,M002_2022,P013,0,0,14.3
D000448,M002_2022,P020,2,0,14.4
D000449,M002_2022,P002,1,0,14.5
D000450,M002_2022,P014,4,0,14.6
D000451,M002_2022,P016,1,0,15.1
D000452,M002_2022,P014,1,0,15.2
D000453,M002_2022,P004,1,0,15.3
D000454,M002_2022,P008,2,0,15.4
D000455,M002_2022,P014,6,0,15.5
D000456,M002_2022,P009,1,0,15.6
D000457,M002_2022,P019,4,0,16.1
D000458,M002_2022,P001,0,0,16.2
D000459,M002_2022,P011,2,0,16.3
D000460,M002_2022,P011,4,0,16.4
D000461,M002_2022,P002,4,0,16.5
D000462,M002_2022,P017,0,0,16.6
D000463,M002_2022,P016,1,0,17.1
D000464,M002_2022,P010,1,0,17.2
D000465,M002_2022,P017,0,0,17.3
D000466,M002_2022,P007,1,0,17.4
D000467,M002_2022,P002,0,0,17.5
D000468,M002_2022,P001,1,0,17.6
D000469,M002_2022,P004,0,0,18.1
D000470,M002_2022,P004,0,0,18.2
D000471,M002_2022,P006,0,0,18.3
D000472,M002_2022,P018,0,0,18.4
D000473,M002_2022,P008,2,0,18.5
D000474,M002_2022,P002,1,0,18.6
D000475,M002_2022,P003,2,0,19.1
D000476,M002_2022,P015,1,0,19.2
D000477,M002_2022,P002,1,0,19.3
D000478,M002_2022,P008,1,0,19.4
D000479,M002_2022,P008,2,0,19.5
D000480,M002_2022,P003,1,0,19.6
D000481,M003_2022,P010,1,0,0.1
D000482,M003_2022,P004,1,0,0.2
D000483,M003_2022,P008,0,0,0.3
D000484,M003_2022,P010,4,0,0.4
D000485,M003_2022,P003,1,0,0.5
D000486,M003_2022,P001,1,0,0.6
D000487,M003_2022,P019,4,0,1.1
D000488,M003_2022,P006,4,0,1.2
D000489,M003_2022,P014,0,0,1.3
D000490,M003_2022,P014,0,0,1.4
D000491,M003_2022,P002,6,0,1.5
D000492,M003_2022,P017,6,0,1.6
D000493,M003_2022,P012,1,0,2.1
D000494,M003_2022,P006,3,0,2.2
D000495,M003_2022,P015,1,0,2.3
D000496,M003_2022,P009,2,0,2.4
D000497,M003_2022,P010,0,0,2.5
D000498,M003_2022,P003,2,0,2.6
D000499,M003_2022,P006,1,0,3.1
D000500,M003_2022,P003,1,0,3.2
D000501,M003_2022,P014,0,0,3.3
D000502,M003_2022,P016,4,0,3.4
D000503,M003_2022,P018,3,0,3.5
D000504,M003_2022,P011,2,0,3.6
D000505,M003_2022,P010,2,0,4.1
D000506,M003_2022,P017,0,0,4.2
D000507,M003_2022,P002,1,0,4.3
D000508,M003_2022,P011,4,0,4.4
D000509,M003_2022,P018,1,0,4.5
D000510,M003_2022,P014,0,0,4.6
D000511,M003_2022,P002,6,1,5.1
D000512,M003_2022,P017,0,0,5.2
D000513,M003_2022,P002,2,0,5.3
D000514,M003_2022,P013,4,1,5.4
D000515,M003_2022,P010,2,0,5.5
D000516,M003_2022,P012,2,0,5.6
D000517,M003_2022,P008,0,0,6.1
D000518,M003_2022,P005,1,0,6.2
D000519,M003_2022,P005,2,1,6.3
D000520,M003_2022,P001,0,0,6.4
D000521,M003_2022,P015,4,0,6.5
D000522,M003_2022,P018,0,0,6.6
D000523,M003_2022,P011,4,0,7.1
D000524,M003_2022,P016,3,0,7.2
D000525,M003_2022,P010,1,0,7.3
D000526,M003_2022,P014,1,0,7.4
D000527,M003_2022,P002,0,0,7.5
D000528,M003_2022,P017,0,0,7.6
D000529,M003_2022,P007,0,0,8.1
D000530,M003_2022,P017,4,0,8.2
D000531,M003_2022,P007,4,0,8.3
D000532,M003_2022,P012,1,0,8.4
D000533,M003_2022,P001,2,0,8.5
D000534,M003_2022,P017,2,0,8.6
D000535,M003_2022,P008,0,0,9.1
D000536,M003_2022,P017,6,0,9.2
D000537,M003_2022,P009,0,0,9.3
D000538,M003_2022,P015,0,0,9.4
D000539,M003_2022,P017,4,0,9.5
D000540,M003_2022,P011,2,0,9.6
D000541,M003_2022,P014,4,0,10.1
D000542,M003_2022,P020,0,0,10.2
D000543,M003_2022,P015,6,0,10.3
D000544,M003_2022,P007,0,0,10.4
D000545,M003_2022,P011,0,0,10.5
D000546,M003_2022,P010,2,0,10.6
D000547,M003_2022,P013,0,0,11.1
D000548,M003_2022,P001,2,0,11.2
D000549,M003_2022,P016,2,0,11.3
D000550,M003_2022,P014,4,0,11.4
D000551,M003_2022,P002,1,0,11.5
D000552,M003_2022,P020,0,0,11.6
D000553,M003_2022,P019,0,0,12.1
D000554,M003_2022,P014,0,0,12.2
D000555,M003_2022,P018,0,0,12.3
D000556,M003_2022,P008,0,0,12.4
D000557,M003_2022,P016,1,0,12.5
D000558,M003_2022,P016,2,0,12.6
D000559,M003_2022,P006,0,0,13.1
D000560,M003_2022,P019,2,0,13.2
D000561,M003_2022,P005,1,0,13.3
D000562,M003_2022,P020,0,0,13.4
D000563,M003_2022,P004,1,0,13.5
D000564,M003_2022,P003,1,0,13.6
D000565,M003_2022,P006,4,0,14.1
D000566,M003_2022,P005,2,0,14.2
D000567,M003_2022,P010,1,0,14.3
D000568,M003_2022,P004,4,0,14.4
D000569,M003_2022,P019,0,0,14.5
D000570,M003_2022,P002,1,0,14.6
D000571,M003_2022,P008,2,0,15.1
D000572,M003_2022,P009,0,0,15.2
D000573,M003_2022,P002,2,0,15.3
D000574,M003_2022,P016,4,0,15.4
D000575,M003_2022,P018,1,0,15.5
D000576,M003_2022,P011,2,0,15.6
D000577,M003_2022,P004,2,0,16.1
D000578,M003_2022,P019,0,0,16.2
D000579,M003_2022,P008,0,0,16.3
D000580,M003_2022,P018,0,0,16.4
D000581,M003_2022,P005,0,0,16.5
D000582,M003_2022,P002,2,0,16.6
D000583,M003_2022,P008,6,0,17.1
D000584,M003_2022,P003,1,0,17.2
D000585,M003_2022,P007,0,0,17.3
D000586,M003_2022,P006,6,0,17.4
D000587,M003_2022,P011,6,0,17.5
D000588,M003_2022,P019,4,0,17.6
D000589,M003_2022,P007,0,0,18.1
D000590,M003_2022,P019,4,0,18.2
D000591,M003_2022,P015,3,0,18.3
D000592,M003_2022,P015,2,0,18.4
D000593,M003_2022,P011,2,0,18.5
D000594,M003_2022,P013,0,0,18.6
D000595,M003_2022,P007,0,0,19.1
D000596,M003_2022,P002,2,0,19.2
D000597,M003_2022,P019,0,0,19.3
D000598,M003_2022,P020,4,0,19.4
D000599,M003_2022,P005,1,0,19.5
D000600,M003_2022,P003,2,0,19.6
D000601,M003_2022,P014,0,0,0.1
D000602,M003_2022,P019,0,0,0.2
D000603,M003_2022,P013,6,0,0.3
D000604,M003_2022,P005,0,0,0.4
D000605,M003_2022,P007,2,0,0.5
D000606,M003_2022,P016,4,0,0.6
D000607,M003_2022,P006,0,0,1.1
D000608,M003_2022,P011,4,0,1.2
D000609,M003_2022,P011,1,0,1.3
D000610,M003_2022,P015,4,0,1.4
D000611,M003_2022,P020,3,0,1.5
D000612,M003_2022,P017,0,0,1.6
D000613,M003_2022,P015,2,0,2.1
D000614,M003_2022,P014,2,1,2.2
D000615,M003_2022,P008,0,0,2.3
D000616,M003_2022,P007,0,0,2.4
D000617,M003_2022,P011,4,0,2.5
D000618,M003_2022,P001,3,0,2.6
D000619,M003_2022,P020,2,0,3.1
D000620,M003_2022,P006,1,0,3.2
D000621,M003_2022,P003,2,0,3.3
D000622,M003_2022,P014,0,0,3.4
D000623,M003_2022,P020,0,0,3.5
D000624,M003_2022,P001,0,1,3.6
D000625,M003_2022,P008,0,0,4.1
D000626,M003_2022,P007,2,0,4.2
D000627,M003_2022,P003,2,0,4.3
D000628,M003_2022,P014,0,0,4.4
D000629,M003_2022,P001,1,0,4.5
D000630,M003_2022,P014,6,0,4.6
D000631,M003_2022,P006,4,0,5.1
D000632,M003_2022,P015,1,0,5.2
D000633,M003_2022,P007,1,0,5.3
D000634,M003_2022,P007,1,0,5.4
D000635,M003_2022,P015,1,0,5.5
D000636,M003_2022,P019,1,0,5.6
D000637,M003_2022,P008,1,0,6.1
D000638,M003_2022,P001,4,0,6.2
D000639,M003_2022,P014,0,0,6.3
D000640,M003_2022,P010,4,0,6.4
D000641,M003_2022,P001,0,0,6.5
D000642,M003_2022,P009,0,0,6.6
D000643,M003_2022,P003,3,0,7.1
D000644,M003_2022,P016,0,0,7.2
D000645,M003_2022,P008,0,0,7.3
D000646,M003_2022,P005,1,0,7.4
D000647,M003_2022,P004,2,0,7.5
D000648,M003_2022,P005,0,0,7.6
D000649,M003_2022,P020,4,0,8.1
D000650,M003_2022,P010,1,0,8.2
D000651,M003_2022,P020,4,0,8.3
D000652,M003_2022,P002,2,1,8.4
D000653,M003_2022,P014,1,0,8.5
D000654,M003_2022,P017,0,0,8.6
D000655,M003_2022,P017,1,0,9.1
D000656,M003_2022,P009,4,0,9.2
D000657,M003_2022,P014,0,0,9.3
D000658,M003_2022,P010,2,0,9.4
D000659,M003_2022,P020,2,0,9.5
D000660,M003_2022,P018,0,0,9.6
D000661,M003_2022,P014,0,0,10.1
D000662,M003_2022,P003,2,0,10.2
D000663,M003_2022,P014,1,0,10.3
D000664,M003_2022,P012,4,0,10.4
